release_speed,launch_angle,launch_speed,bat_speed,swing_length,pitch_type,balls,strikes,stand,p_throws,estimated_woba_using_speedangle,hit_outcome
95.1,14.0,81.4,67.9,6.0,FF,3,2,R,L,0.753,1
85.0,15.0,98.1,74.1,7.2,SL,1,2,L,R,0.741,1
94.2,22.0,101.5,77.9,7.6,SI,0,1,R,R,0.6972692307692306,2
95.6,22.0,108.2,73.73333333333333,7.433333333333334,FF,3,2,R,R,1.6141935483870968,2
95.1,15.0,89.8,71.9,7.3,FF,1,1,R,L,0.92,1
94.0,43.0,98.7,75.8,8.0,FF,0,0,R,R,0.134,3
88.3,28.0,107.2,73.9,7.3,FC,3,2,L,R,2.0,3
83.1,32.0,102.5,75.2,7.7,SL,2,2,R,L,1.150666666666667,3
84.9,8.0,101.7,75.9,7.5,CH,0,0,R,L,0.654,2
96.9,74.0,95.3,79.4,8.2,FF,2,0,R,R,0.005,1
93.0,25.0,105.7,66.1,6.5,FF,1,0,R,R,1.6584583333333327,3
98.2,34.0,102.6,70.8,7.4,FF,0,0,L,R,1.130027777777778,3
96.1,-34.0,94.3,71.3,6.6,SI,2,0,R,R,0.074,1
97.3,3.0,106.9,76.6,7.7,FF,3,1,R,R,0.518,1
95.3,-46.0,36.5,72.23333333333333,7.099999999999999,FF,2,1,L,L,0.26,1
81.0,-2.0,109.6,76.9,8.2,ST,1,2,R,R,0.405,1
92.7,18.0,99.6,71.4,6.7,FF,1,2,L,R,0.444,1
91.8,11.0,98.9,79.8,6.3,SI,2,0,R,R,0.82,1
93.4,19.0,81.6,70.7,6.9,SI,1,1,R,R,0.866,1
94.6,13.0,106.0,76.1,7.2,SI,3,1,L,R,0.914,1
91.1,23.0,104.1,73.2,7.3,SI,1,0,L,R,1.1578461538461535,2
92.3,-10.0,95.1,76.1,7.2,SI,3,1,L,R,0.16,1
91.8,11.0,104.8,72.6,6.9,SI,2,0,R,R,0.917,1
91.4,6.0,97.3,77.5,8.1,SI,2,1,R,R,0.507,2
91.5,19.0,111.0,75.8,6.9,SI,0,0,R,R,1.469076923076923,3
84.2,18.0,109.3,79.0,7.9,SL,0,2,R,R,1.0173333333333334,2
91.6,23.0,101.5,71.4,7.0,FF,0,1,L,R,0.939409090909091,2
86.6,27.0,109.7,76.0,7.5,CH,1,1,L,R,1.9668,3
94.2,-4.0,95.5,73.4,6.0,SI,2,2,L,R,0.257,1
93.9,14.0,100.9,75.3,6.9,SI,0,1,L,R,0.83,2
96.0,-1.0,97.8,72.2,8.5,SI,1,0,L,R,0.349,1
96.3,13.0,85.0,69.3,6.1,FF,0,0,L,R,0.776,1
93.5,3.0,99.2,77.7,8.0,FC,0,0,R,R,0.488,2
96.7,4.0,103.0,72.5,7.6,SI,0,0,L,R,0.547,1
94.0,0.0,98.3,67.7,5.7,SI,1,2,L,L,0.346,1
95.1,11.0,104.3,74.2,6.9,SI,2,0,L,R,0.912,2
94.4,-52.0,95.9,73.2,7.8,SI,2,2,L,R,0.151,1
85.3,18.0,100.2,77.4,7.7,FS,1,2,L,R,0.444,2
90.4,0.0,104.2,74.2,7.5,SI,1,1,R,R,0.45,1
81.1,27.0,101.3,67.6,7.6,KC,0,1,R,L,1.0164482758620688,3
94.6,15.0,92.1,72.96666666666667,7.033333333333334,FF,1,2,R,R,0.869,2
85.2,-4.0,107.3,77.6,7.8,FS,3,2,L,R,0.38,1
93.2,11.0,85.5,65.8,5.9,FF,0,1,R,R,0.553,1
95.5,30.0,94.1,63.3,7.3,SI,3,2,R,R,0.222,2
89.7,-2.0,96.8,64.26666666666667,6.933333333333334,SI,1,2,L,L,0.347,1
87.3,19.0,73.5,77.7,7.8,FS,0,2,L,R,0.855,1
85.8,1.0,76.6,65.0,7.5,CH,2,2,L,R,0.11,1
90.4,24.0,105.5,75.0,7.0,FF,1,2,L,R,1.551925373134328,3
74.7,24.0,100.8,71.8,6.9,CU,0,1,R,R,0.90321875,2
93.0,25.0,103.2,67.5,6.2,FF,1,2,R,R,1.2717833333333333,3
79.5,5.0,89.1,61.7,6.5,SL,0,2,R,R,0.418,1
76.0,-47.0,63.8,77.4,8.4,CU,1,2,L,R,0.266,1
90.0,18.0,81.7,66.2,5.5,FC,2,1,L,R,0.941,1
84.4,11.0,97.7,69.3,8.7,CH,1,0,L,R,0.863,2
86.6,11.0,96.4,71.2,6.4,SL,1,2,L,R,0.796,1
89.4,31.0,99.1,64.26666666666667,6.933333333333334,FF,0,0,L,R,0.846138888888889,3
87.7,14.0,99.1,72.3,7.8,SL,0,1,L,R,0.843,2
96.0,-6.0,95.1,64.0,6.8,FF,1,2,R,L,0.223,1
82.8,23.0,103.9,70.5,7.8,ST,0,2,R,L,1.1578461538461535,3
94.0,10.0,72.3,73.0,7.8,SI,0,0,R,L,0.272,1
88.1,29.0,104.8,73.9,7.6,CH,2,1,R,L,1.643431818181818,3
92.9,8.0,97.3,73.8,6.9,FC,1,1,L,R,0.535,1
93.3,19.0,71.1,70.5,6.0,FC,2,2,R,R,0.799,2
91.2,-9.0,99.9,71.7,7.7,FC,0,0,R,R,0.267,1
85.4,22.0,108.0,77.2,7.6,ST,1,2,L,R,1.6141935483870968,2
81.4,6.0,98.2,83.2,8.1,CU,2,1,L,R,0.584,2
92.9,9.0,107.0,76.6,7.3,SI,0,0,R,R,0.761,1
82.0,23.0,104.0,71.9,7.9,SL,0,0,L,L,1.1578461538461535,3
90.9,24.0,64.6,69.4,6.4,FF,0,0,L,L,0.668,1
92.6,6.0,108.9,75.7,7.5,SI,1,0,R,R,0.675,1
90.8,14.0,105.7,72.3,7.1,FF,3,2,R,L,0.801,1
83.3,2.0,80.6,64.7,8.0,SL,2,2,R,L,0.195,1
85.1,67.0,40.2,49.1,6.0,ST,1,2,L,R,0.031,1
91.2,16.0,111.4,81.0,8.2,SI,3,2,R,L,0.7720909090909092,1
85.5,-9.0,101.9,75.5,7.0,CU,0,0,L,R,0.254,1
89.9,24.0,75.6,50.3,7.4,CH,0,1,L,R,0.728,1
95.9,27.0,96.1,71.8,7.0,SI,0,0,L,R,0.4556,2
96.1,23.0,97.6,72.0,6.6,SI,0,1,R,L,0.451,2
85.2,18.0,76.3,62.8,8.3,CH,0,1,R,L,0.894,1
87.2,28.0,70.0,55.9,7.6,SL,1,2,R,R,0.836,1
97.3,32.0,70.5,70.0,7.4,SI,3,2,R,L,0.742,1
85.9,25.0,102.6,76.0,7.6,SL,1,2,L,L,1.2717833333333333,3
96.4,-53.0,55.5,58.1,7.4,SI,0,1,R,L,0.258,1
94.0,17.0,107.1,78.7,7.6,SI,2,2,R,R,0.6529230769230769,2
91.6,38.0,95.2,71.2,7.9,FC,0,0,R,R,0.13,3
94.3,11.0,110.2,77.5,7.1,FF,3,2,L,R,0.945,2
93.9,-2.0,106.6,74.1,7.6,SI,2,2,R,R,0.413,1
83.5,13.0,83.0,82.3,8.7,SL,2,0,R,L,0.678,1
83.2,34.0,64.8,65.5,7.1,CU,0,1,L,R,0.746,1
95.6,23.0,82.1,77.3,6.9,SI,2,2,R,L,0.456,1
92.6,-4.0,102.1,69.4,6.5,FC,0,1,L,R,0.4,1
95.0,24.0,72.7,73.8,6.3,FF,3,1,L,R,0.882,1
82.0,33.0,108.1,78.9,7.5,ST,2,0,L,R,2.0,3
83.5,19.0,72.8,63.4,7.2,CU,1,1,L,R,0.855,1
93.2,5.0,105.5,71.8,7.0,SI,0,0,R,L,0.541,1
94.1,8.0,89.1,74.2,6.9,FF,2,1,L,R,0.484,1
94.7,20.0,104.1,75.0,6.7,FF,0,0,R,R,0.7685714285714287,2
82.9,-1.0,102.5,74.4,8.2,CU,0,0,R,R,0.436,1
85.3,8.0,87.3,71.83333333333333,7.199999999999999,CH,0,1,R,L,0.492,1
86.8,2.0,103.2,69.8,6.4,FF,2,1,R,L,0.524,1
92.6,16.0,112.3,78.6,6.8,FC,0,0,L,R,0.9262857142857142,1
94.0,19.0,94.8,73.2,7.2,FS,0,1,R,R,0.393,1
93.2,-6.0,97.3,76.6,7.6,FS,3,1,L,R,0.307,1
86.6,16.0,89.2,59.6,7.5,CH,0,2,L,R,0.925,1
86.8,23.0,84.2,60.9,7.9,CH,2,2,L,R,0.333,2
94.7,25.0,80.0,67.9,7.3,FS,0,0,L,R,0.32,2
93.0,5.0,98.0,64.3,5.3,FF,2,2,L,R,0.48,2
92.5,16.0,104.6,71.8,7.2,FF,1,2,R,R,0.639,2
82.1,16.0,84.7,74.8,7.9,CU,0,1,L,R,0.9,1
80.7,25.0,86.6,73.5,8.3,ST,1,2,L,R,0.097,2
93.4,-10.0,98.3,71.60000000000001,7.066666666666666,FF,1,2,L,R,0.254,1
93.2,29.0,103.3,71.7,6.5,SI,2,0,L,R,1.3250199999999994,2
100.5,20.0,103.7,74.6,7.3,FF,1,2,R,R,0.7685714285714287,2
99.0,-6.0,100.3,72.0,7.8,FF,2,2,L,R,0.258,1
93.8,19.0,105.0,68.5,6.4,FF,1,1,R,R,0.793,2
80.8,34.0,78.1,71.0,7.5,ST,3,2,L,R,0.103,1
87.1,-8.0,107.8,71.16666666666667,8.166666666666666,SL,1,1,R,R,0.308,1
86.4,16.0,110.0,81.2,8.066666666666666,SL,1,2,R,R,0.74275,2
95.3,-11.0,97.6,76.2,7.7,FF,1,2,R,R,0.212,1
88.7,26.0,106.2,77.1,7.3,SI,0,0,R,L,1.726268292682927,2
88.2,16.0,85.0,74.6,7.9,SL,3,2,R,R,0.9,1
96.3,18.0,92.2,74.3,7.8,SI,1,2,R,R,0.594,1
87.2,11.0,89.2,58.1,7.4,SL,1,1,L,R,0.561,1
86.7,14.0,98.8,74.3,8.2,SL,1,1,L,R,0.843,1
87.4,15.0,103.0,74.8,7.9,SL,2,2,L,R,0.664,2
89.3,-1.0,103.3,74.43333333333334,7.1000000000000005,SL,0,0,R,R,0.448,1
97.5,14.0,85.5,76.0,7.4,SI,2,2,R,R,0.887,1
94.9,23.0,106.1,77.2,7.0,FF,0,0,L,R,1.4394310344827588,3
78.2,11.0,98.8,72.8,8.0,CU,0,0,L,R,0.82,1
85.8,33.0,101.6,71.2,6.9,SL,2,2,R,L,1.1390000000000002,3
85.6,-6.0,108.8,77.8,7.3,CH,3,2,R,L,0.381,1
94.7,41.0,104.8,73.3,7.2,FF,0,0,L,R,0.7504,3
95.5,6.0,98.7,75.7,7.2,FF,0,0,R,R,0.53,1
89.0,6.0,93.3,74.2,6.6,SL,2,1,L,R,0.526,1
95.7,7.0,99.9,71.8,7.0,FF,0,2,L,R,0.589,1
95.9,3.0,102.2,71.6,7.3,FF,0,0,L,R,0.549,1
95.7,14.0,109.5,74.4,7.0,FF,1,2,R,R,0.794,1
86.2,48.0,72.8,70.0,6.7,SL,2,2,L,L,0.131,1
90.4,18.0,75.3,87.6,8.4,SL,1,2,R,R,0.883,1
89.6,17.0,82.7,83.4,8.6,SL,1,1,R,R,0.921,1
88.5,8.0,104.2,71.5,7.9,CH,2,1,L,R,0.641,1
92.8,-36.0,62.8,70.1,6.2,FF,2,0,R,R,0.104,1
87.2,-2.0,88.3,82.7,7.4,CH,1,1,R,L,0.27,1
79.8,40.0,105.8,70.4,8.033333333333333,ST,0,1,R,R,1.0396153846153846,3
83.6,22.0,74.1,69.1,7.8,ST,0,2,R,R,0.899,1
91.3,18.0,99.2,69.4,7.0,SI,2,1,R,L,0.39,2
91.9,-8.0,101.5,74.9,6.6,SI,1,0,L,L,0.314,1
94.3,-12.0,84.5,69.7,7.0,SI,1,2,R,L,0.1,1
87.8,26.0,106.2,70.8,6.9,FC,1,1,R,R,1.726268292682927,3
93.5,13.0,101.6,65.6,6.2,FF,1,0,R,R,0.896,1
79.3,6.0,75.4,67.7,7.4,ST,0,0,R,R,0.217,1
93.2,24.0,95.3,66.9,6.3,FF,3,1,R,R,0.223,2
86.3,16.0,102.6,72.3,7.1,CH,0,1,R,L,0.566,1
95.4,20.0,77.8,72.0,6.4,FF,1,1,R,L,0.896,1
80.2,13.0,107.7,73.6,7.5,CU,2,1,R,L,0.87,1
86.9,35.0,105.1,76.9,7.4,CH,1,1,R,L,1.2872083333333335,3
80.8,31.0,107.9,74.9,7.8,CU,1,1,R,L,1.883684210526316,3
83.8,24.0,79.9,68.2,8.0,ST,0,2,R,R,0.476,1
95.4,33.0,71.1,71.3,6.5,FF,1,2,R,R,0.594,1
94.4,5.0,110.4,75.86666666666667,7.266666666666667,FF,1,2,R,R,0.676,1
96.8,26.0,111.1,74.1,7.8,FF,3,2,L,L,1.9656428571428577,3
96.5,32.0,108.4,79.0,7.7,FF,2,2,R,L,1.847777777777778,3
79.9,24.0,67.1,76.8,7.5,CU,3,2,L,L,0.826,1
90.8,0.0,97.5,72.2,6.9,SI,0,1,R,L,0.322,1
78.4,20.0,106.2,77.0,7.9,CU,1,2,R,L,1.005421052631579,2
84.4,19.0,86.6,67.4,7.0,SL,2,2,R,L,0.672,1
78.8,12.0,90.5,64.7,7.3,SL,1,2,R,R,0.764,1
101.6,15.0,67.4,66.63333333333334,6.099999999999999,SI,1,1,R,R,0.343,1
100.0,21.0,65.2,69.7,6.0,SI,0,1,R,R,0.58,1
99.8,17.0,81.0,75.4,7.4,SI,2,1,R,R,0.943,1
95.1,14.0,94.7,65.4,6.0,SI,0,0,L,R,0.901,2
91.8,8.0,112.3,77.9,7.5,SI,2,1,R,L,0.786,1
95.5,25.0,102.7,72.6,7.0,FF,1,0,R,R,1.2717833333333333,2
90.2,0.0,91.9,77.9,7.3,FF,0,0,R,R,0.366,1
90.6,22.0,70.3,74.2,7.0,SI,2,0,R,L,0.865,1
80.3,10.0,110.1,75.6,7.8,SL,1,1,R,R,0.922,1
91.7,23.0,110.4,76.4,8.0,FF,0,0,R,R,2.0,3
86.3,15.0,89.8,66.2,7.5,FC,1,0,L,R,0.92,2
91.7,-4.0,95.8,72.6,7.8,FF,1,2,L,R,0.297,1
92.5,11.0,108.2,72.7,7.4,FF,0,1,R,L,0.953,1
90.4,23.0,105.7,73.3,8.4,CH,1,2,R,R,1.4394310344827588,3
95.7,31.0,102.6,74.1,7.5,FF,3,2,R,R,2.0,3
90.8,25.0,97.0,65.3,7.5,CH,1,2,L,R,0.4443636363636364,2
94.3,9.0,100.4,71.7,6.6,FF,0,2,L,R,0.624,1
88.8,28.0,69.3,75.1,7.7,SL,0,2,R,R,0.868,1
81.0,-1.0,83.9,69.5,7.4,ST,0,1,R,R,0.207,1
82.2,11.0,90.6,70.4,7.6,CU,1,2,R,R,0.64,1
92.7,5.0,92.7,76.0,7.0,SI,0,0,R,R,0.464,1
79.3,-38.0,65.7,59.9,7.4,CU,0,2,L,R,0.124,1
86.9,-32.0,53.7,66.0,8.3,SL,0,0,R,R,0.144,1
85.9,42.0,102.7,75.0,7.6,SL,0,0,L,R,0.474,3
95.7,38.0,101.9,73.8,6.0,FF,0,2,L,R,0.708625,3
86.3,27.0,106.1,78.0,8.4,FC,1,0,R,R,1.693822222222222,3
88.0,12.0,104.5,74.0,8.1,FC,2,2,L,R,0.912,1
76.6,31.0,101.2,75.1,7.7,CU,0,1,L,R,1.008457142857143,3
95.8,-2.0,95.3,70.6,6.7,FF,0,2,R,R,0.296,1
86.1,14.0,85.1,73.3,8.6,FS,0,2,R,R,0.864,2
90.0,-3.0,100.7,74.3,7.9,FC,0,0,R,L,0.39,2
92.7,9.0,83.6,73.0,6.8,FF,0,0,L,R,0.463,1
97.9,18.0,104.7,74.8,7.2,FF,1,0,R,L,0.6026363636363636,2
84.9,20.0,110.5,80.0,6.9,SV,3,2,L,L,1.5023157894736845,2
95.0,-14.0,91.6,70.2,6.8,FC,2,1,L,R,0.146,1
95.1,6.0,92.0,70.0,5.8,FF,1,2,L,R,0.503,1
94.8,29.0,101.1,73.6,6.0,FF,2,1,R,R,1.0995333333333337,3
95.1,-1.0,91.1,78.0,7.4,SI,1,0,L,R,0.291,1
80.4,15.0,92.3,70.5,7.9,CU,1,1,R,R,0.869,1
96.4,8.0,83.5,73.3,6.7,FC,1,0,R,R,0.372,1
93.5,8.0,109.4,78.2,7.6,FC,0,0,L,R,0.736,2
96.8,15.0,83.7,67.0,6.2,FC,0,1,L,R,0.889,1
95.9,3.0,95.6,70.1,7.1,SI,0,0,R,R,0.473,1
85.0,13.0,100.6,75.2,7.7,SL,0,2,R,R,0.892,1
95.3,33.0,103.4,72.8,6.8,FF,0,0,L,R,1.142175,3
90.7,25.0,110.0,78.7,7.2,FC,1,1,L,R,2.0,3
94.9,10.0,108.8,74.8,7.433333333333334,SI,0,0,R,R,0.933,1
85.0,4.0,98.1,70.3,8.5,SL,2,2,R,R,0.438,1
96.7,27.0,106.3,80.8,6.9,SI,3,2,L,R,1.693822222222222,3
90.4,24.0,79.9,74.2,8.0,CH,2,1,L,R,0.476,1
92.7,10.0,96.0,67.3,6.2,FF,3,2,L,R,0.649,1
83.2,12.0,109.1,73.2,7.4,SL,2,1,R,R,0.918,1
87.8,35.0,61.8,65.0,5.9,SL,0,2,L,R,0.526,1
86.5,-2.0,89.2,82.8,8.5,SL,3,2,L,R,0.274,1
95.4,14.0,91.5,69.6,7.0,SI,1,1,R,R,0.913,1
92.6,16.0,98.8,69.9,6.8,FC,2,1,R,R,0.607,2
88.9,9.0,109.0,75.8,8.0,CH,0,1,L,R,0.789,1
92.9,5.0,108.2,71.7,7.4,SI,2,2,R,L,0.612,1
79.4,-15.0,106.5,76.7,7.4,CU,1,1,R,L,0.253,1
90.9,10.0,92.3,63.7,5.4,SI,2,1,L,L,0.58,1
92.5,20.0,72.1,65.4,5.7,FF,0,0,R,R,0.845,1
85.6,31.0,101.5,72.56666666666668,7.266666666666667,FC,0,0,R,R,1.2330444444444444,3
87.6,11.0,104.2,70.5,7.1,FC,0,0,L,R,0.912,1
88.6,3.0,85.3,65.2,7.3,SI,2,2,R,R,0.362,1
89.8,-9.0,105.8,69.1,7.5,SI,3,1,L,R,0.284,1
89.2,14.0,100.5,70.3,7.6,SI,3,2,R,R,0.83,1
83.7,-1.0,90.0,71.0,7.8,SL,3,2,R,R,0.293,1
89.1,39.0,72.5,66.2,6.3,FC,1,0,L,R,0.248,1
90.1,-56.0,65.8,71.5,6.6,SI,1,1,L,R,0.314,1
86.8,45.0,114.2,82.5,8.5,FC,1,0,R,R,0.836,3
79.2,13.0,92.5,73.8,7.4,KC,1,1,L,L,0.902,1
85.6,22.0,86.7,61.1,6.8,SL,0,2,L,R,0.274,1
86.0,19.0,93.8,74.9,7.5,CH,0,1,L,R,0.442,2
92.7,14.0,84.7,69.3,7.3,SI,3,2,L,L,0.864,1
81.0,22.0,80.7,70.7,8.8,ST,0,1,R,R,0.657,1
92.6,-9.0,46.9,47.7,4.7,FF,1,2,L,R,0.136,1
85.6,-1.0,104.3,78.0,7.5,SL,2,1,R,R,0.4,1
84.0,20.0,92.2,71.1,7.2,CH,0,0,L,R,0.316,1
93.3,8.0,104.4,75.9,7.8,FF,2,2,R,R,0.641,1
80.1,19.0,85.6,73.1,7.1,CU,2,2,L,R,0.746,1
79.4,36.0,93.6,69.3,7.4,ST,0,2,R,R,0.097,3
92.1,20.0,107.4,76.8,8.0,FF,2,0,L,R,1.136,2
93.5,15.0,108.2,73.3,7.4,FF,3,2,L,R,0.717,1
86.0,13.0,105.2,77.6,8.3,FC,1,1,R,R,0.869,1
98.4,19.0,65.0,61.7,5.8,FF,1,2,L,R,0.462,1
97.0,53.0,74.5,78.7,7.4,FF,0,0,L,R,0.107,1
97.3,5.0,100.2,66.8,6.3,FF,2,1,R,R,0.503,1
87.4,7.0,88.5,69.7,6.5,CH,2,2,L,R,0.444,1
96.5,15.0,101.4,68.0,7.0,FF,3,0,R,R,0.705,1
78.9,14.0,96.8,72.0,7.1,ST,1,1,L,L,0.868,1
89.8,26.0,96.0,66.5,6.8,SI,0,0,R,L,0.4435,2
82.5,16.0,69.6,77.4,8.5,CU,0,0,L,R,0.469,1
97.1,19.0,108.4,79.1,7.6,FF,3,2,L,R,1.0837586206896554,2
96.6,11.0,109.7,75.4,6.7,FF,0,0,L,R,0.945,1
99.1,18.0,97.0,73.1,6.6,FF,0,1,R,R,0.437,2
97.3,5.0,97.0,72.1,6.0,FF,1,1,L,R,0.481,1
83.9,-12.0,98.8,72.1,7.2,SL,1,1,R,R,0.262,1
84.6,-6.0,89.6,66.7,7.3,SL,1,2,R,R,0.229,1
84.1,7.0,116.4,86.1,8.0,CH,1,0,L,R,0.815,1
83.9,7.0,101.1,68.2,6.7,FC,0,0,L,L,0.605,1
89.7,12.0,105.6,75.2,7.0,SI,1,1,L,L,0.973,1
89.8,3.0,111.5,81.7,7.7,FF,1,0,L,R,0.609,1
84.4,36.0,69.3,68.9,7.6,SL,2,2,R,R,0.686,1
86.2,60.0,97.9,72.6,7.4,FC,2,0,L,L,0.007,2
89.9,18.0,89.9,60.0,8.0,FF,3,2,R,R,0.591,1
90.3,-18.0,103.6,75.0,6.8,SI,2,0,L,R,0.239,1
89.0,31.0,94.1,64.2,6.7,FF,0,0,R,R,0.21,2
78.2,23.0,84.4,73.1,8.0,CU,2,2,L,L,0.333,1
95.8,27.0,91.0,76.3,7.4,SI,0,1,R,L,0.108,2
96.0,13.0,100.4,71.3,6.7,SI,3,2,R,L,0.901,1
81.4,17.0,90.4,68.1,6.4,CU,0,1,L,R,0.743,1
90.5,19.0,83.0,78.5,7.2,FF,2,2,L,R,0.873,1
84.5,34.0,101.9,68.7,8.1,SL,3,1,R,R,1.0497419354838708,3
81.8,25.0,67.8,50.7,8.5,SL,1,2,R,R,0.886,1
84.1,5.0,91.6,73.7,8.6,SL,3,2,L,R,0.486,1
91.7,6.0,100.1,68.9,7.7,FF,2,2,R,R,0.584,1
95.2,-3.0,92.0,71.7,6.4,FF,3,1,L,R,0.258,1
80.6,40.0,108.3,75.7,7.6,ST,2,0,L,R,1.19375,3
79.7,39.0,110.7,76.3,8.5,SL,0,0,L,R,1.696,3
88.3,0.0,81.7,65.7,7.1,SL,0,2,R,R,0.221,1
92.5,27.0,114.3,81.1,7.7,SI,2,1,L,R,2.0,3
94.0,3.0,103.5,76.7,7.6,FF,0,0,L,R,0.505,1
91.7,-1.0,71.6,63.8,5.9,SI,3,2,L,R,0.118,1
80.2,20.0,94.4,71.5,7.5,SL,0,0,L,R,0.329,1
99.2,21.0,75.6,66.0,6.7,FF,2,1,R,R,0.915,1
91.2,-3.0,102.8,76.1,7.1,CH,0,1,L,R,0.357,1
83.6,4.0,87.3,68.4,7.0,SL,1,0,L,R,0.37,1
94.0,22.0,112.7,78.9,7.2,SI,1,1,R,L,1.86075,3
93.6,-11.0,33.7,73.1,6.599999999999999,FF,0,0,L,L,0.268,1
93.4,12.0,91.1,77.3,5.9,FF,1,1,L,L,0.79,1
94.5,15.0,81.9,67.9,6.7,FF,0,1,L,R,0.891,1
84.2,27.0,104.5,77.0,8.4,ST,0,0,R,R,1.6189629629629625,3
85.3,15.0,74.1,71.0,8.0,FS,1,2,R,R,0.571,1
87.2,26.0,72.3,75.0,8.5,FS,0,1,R,R,0.867,1
95.1,14.0,70.2,68.3,6.7,FF,1,2,L,R,0.336,1
96.4,13.0,102.7,72.4,6.7,FF,1,2,R,R,0.88,2
87.4,32.0,103.7,73.3,7.3,FC,3,1,R,R,1.4584186046511625,3
91.6,18.0,81.3,80.0,6.9,FF,1,2,L,R,0.926,1
94.7,-24.0,94.5,78.0,7.3,SI,0,0,R,R,0.109,1
92.3,12.0,104.0,81.4,7.2,FF,2,1,L,R,0.912,2
86.9,17.0,96.5,70.3,8.4,FS,1,2,L,R,0.508,1
93.2,4.0,68.8,71.1,6.5,SI,1,1,R,R,0.119,1
91.0,19.0,99.1,69.6,7.5,SL,3,2,L,R,0.379,2
93.0,6.0,98.0,66.4,5.9,FF,2,2,R,L,0.584,1
92.0,26.0,102.7,71.6,7.5,FF,1,0,R,L,1.3093833333333331,3
75.9,23.0,76.8,69.7,8.5,CU,1,2,R,L,0.825,1
82.5,41.0,93.6,76.1,7.6,CH,1,2,R,R,0.02,3
91.8,-10.0,90.2,74.1,7.8,FF,1,1,R,R,0.162,1
90.3,21.0,78.6,73.2,6.9,SI,3,2,R,L,0.841,1
77.7,-11.0,60.8,76.9,8.7,ST,2,1,R,L,0.075,1
77.7,38.0,109.5,83.0,8.1,ST,1,0,R,L,1.6726666666666663,3
93.1,2.0,104.8,75.6,7.9,FF,0,0,R,R,0.527,1
92.7,22.0,101.2,67.4,6.4,FF,1,2,L,R,0.6972692307692306,1
89.6,10.0,69.2,63.3,5.5,SI,3,2,R,L,0.27,1
83.3,13.0,87.0,68.1,7.0,CH,0,0,L,R,0.827,1
82.5,17.0,81.4,68.8,7.2,ST,0,2,L,R,0.943,1
84.4,-6.0,104.9,71.6,7.0,CH,0,2,R,L,0.287,1
82.4,-54.0,68.9,71.4,7.6,CH,0,0,R,L,0.266,1
91.3,1.0,94.8,59.9,7.5,FF,3,1,R,L,0.364,1
79.7,25.0,101.9,73.1,6.8,SL,0,0,R,L,1.1956190476190478,3
91.3,32.0,100.6,80.7,6.9,FF,2,2,R,L,1.0173939393939393,3
85.8,26.0,75.7,69.8,6.8,CU,0,1,L,R,0.564,1
83.1,49.0,65.4,53.2,6.8,CH,0,0,L,R,0.128,1
81.8,33.0,105.6,74.3,8.0,SL,0,0,R,R,1.6421612903225795,3
88.5,21.0,77.2,73.4,6.9,SL,1,0,R,R,0.889,1
94.7,0.0,98.1,72.8,6.0,FF,1,0,L,R,0.346,1
87.3,13.0,85.3,67.0,7.9,SL,1,2,R,R,0.776,1
90.2,2.0,106.1,75.0,7.7,CH,0,1,L,R,0.473,1
88.6,19.0,88.5,78.5,7.2,SL,2,2,R,R,0.501,1
85.1,-17.0,84.3,71.0,7.6,CH,2,2,R,L,0.067,1
98.0,30.0,67.8,70.4,6.6,SI,2,0,R,R,0.874,1
85.4,8.0,97.6,68.3,6.8,SL,1,2,R,R,0.603,1
83.0,13.0,100.9,72.1,6.4,KC,1,1,L,R,0.892,1
92.6,16.0,103.4,67.3,6.6,FF,2,1,R,R,0.566,2
77.3,9.0,82.5,58.5,6.4,ST,1,2,L,R,0.429,2
83.2,26.0,105.9,81.1,7.4,CH,0,0,L,R,1.726268292682927,3
91.6,34.0,98.2,76.8,7.3,FF,1,1,L,R,0.6137142857142857,3
92.3,23.0,107.5,76.9,7.9,FF,2,2,L,R,1.6838205128205137,3
80.8,37.0,94.0,68.6,6.8,SL,1,2,L,R,0.112,2
93.1,13.0,102.3,67.6,6.8,FF,0,0,R,R,0.896,1
92.9,22.0,105.1,73.0,7.9,FF,3,1,R,R,1.2607021276595742,2
94.7,19.0,96.0,74.2,6.1,FF,2,2,L,R,0.398,2
84.3,11.0,97.5,75.5,6.5,SL,0,2,L,R,0.863,1
94.5,-9.0,103.2,73.9,6.5,FF,1,0,R,R,0.252,1
85.7,26.0,104.6,77.6,8.2,CH,1,1,R,R,1.5924067796610166,3
92.7,13.0,105.5,76.0,7.5,FF,2,1,L,R,0.914,2
89.8,-8.0,103.7,73.1,7.9,SL,1,1,R,R,0.284,1
98.0,4.0,103.4,71.9,7.4,FF,0,0,L,R,0.547,1
90.1,9.0,98.8,69.4,7.3,SL,1,1,R,R,0.636,1
83.8,33.0,65.8,63.3,7.5,FS,1,2,L,R,0.797,2
98.3,29.0,99.1,65.8,7.4,FF,2,1,R,R,0.8269,3
91.8,15.0,99.2,67.5,6.5,FC,0,1,L,R,0.727,1
91.0,14.0,99.8,67.7,6.2,FC,1,2,R,R,0.8,2
94.9,23.0,85.8,70.7,7.3,FF,3,2,L,R,0.236,1
95.8,5.0,76.1,49.2,7.1,SI,1,2,R,R,0.177,1
93.9,-62.0,63.8,58.2,5.8,SI,3,2,R,R,0.228,1
