release_speed,launch_angle,launch_speed,bat_speed,swing_length,pitch_type,balls,strikes,stand,p_throws,estimated_woba_using_speedangle,hit_outcome
91.2,-45.0,50.6,54.8,4.6,FC,0,2,L,R,0.221,1
87.8,26.0,108.3,75.7,7.6,SI,3,1,R,L,1.884684210526316,3
82.4,64.0,88.0,73.3,7.8,FC,0,1,L,L,0.016,1
88.6,6.0,97.9,73.0,6.2,SI,0,0,R,L,0.584,1
82.7,19.0,79.7,80.6,8.0,FC,1,2,L,L,0.908,1
79.4,18.0,90.7,76.0,8.0,CH,0,1,R,L,0.526,1
83.5,-16.0,93.1,67.8,6.7,ST,3,2,R,L,0.191,1
92.5,22.0,114.0,79.3,7.5,FC,0,0,L,R,1.9043333333333332,3
97.1,8.0,95.8,70.4,6.6,FF,1,2,L,R,0.531,1
83.7,13.0,100.4,70.86666666666666,7.5,ST,1,2,L,L,0.901,1
72.6,26.0,101.1,75.6,8.0,CU,1,0,R,L,1.058638888888889,3
92.7,-2.0,82.9,71.8,6.0,SI,2,2,L,L,0.205,1
92.9,12.0,99.5,71.0,6.8,SI,2,1,R,L,0.906,1
93.7,8.0,109.8,78.2,6.8,SI,2,1,R,L,0.683,1
92.5,-22.0,104.4,73.3,7.6,SI,0,1,L,L,0.195,1
91.8,-7.0,94.7,71.7,7.0,SI,3,1,R,R,0.255,1
91.3,19.0,100.9,69.2,7.2,SI,2,2,R,R,0.47,2
81.7,-56.0,60.3,62.5,7.3,ST,0,2,R,R,0.295,1
79.7,30.0,71.3,65.2,8.0,ST,0,0,R,R,0.746,1
96.3,21.0,106.0,80.9,7.8,FF,1,1,L,R,1.2069696969696966,2
92.9,24.0,108.1,73.9,7.1,FF,0,2,R,R,1.8270857142857144,3
78.5,27.0,105.6,71.8,6.6,CU,2,2,L,L,1.693822222222222,3
84.3,7.0,97.3,75.9,8.1,ST,3,2,R,R,0.559,1
94.5,11.0,100.5,70.1,7.1,FF,0,1,R,R,0.87,1
86.2,26.0,66.6,63.2,8.4,SL,1,2,R,R,0.892,1
94.0,3.0,109.1,73.5,7.0,FF,2,2,R,R,0.516,1
88.5,-15.0,96.6,75.1,7.6,SL,2,2,L,R,0.275,1
85.9,26.0,106.2,76.3,6.8,ST,1,2,L,R,1.726268292682927,3
81.6,38.0,101.8,79.9,8.0,CU,1,0,L,R,0.708625,3
88.0,-17.0,61.6,63.0,7.8,SL,0,0,R,R,0.056,1
95.5,2.0,101.1,73.8,7.3,FF,3,2,R,R,0.513,1
96.1,1.0,105.8,78.7,7.3,SI,0,0,L,R,0.471,1
96.5,12.0,99.2,66.2,7.2,FF,1,1,R,L,0.906,1
86.7,17.0,77.3,62.5,6.9,SL,0,0,L,R,0.871,1
84.1,8.0,101.1,71.8,6.8,ST,0,0,R,R,0.565,1
86.9,18.0,108.1,74.1,7.4,SL,3,2,R,R,0.8861904761904762,2
94.6,19.0,99.2,70.2,6.6,FF,2,2,L,R,0.379,2
84.8,6.0,99.5,71.7,7.4,FS,2,2,R,R,0.584,1
95.7,27.0,109.4,79.5,7.2,FF,1,0,L,R,2.0,3
94.8,36.0,104.2,73.9,7.7,SI,1,0,R,R,1.1459444444444444,3
87.3,31.0,91.1,77.8,7.6,SL,2,2,R,R,0.088,3
95.8,3.0,85.6,64.5,6.2,FF,0,0,R,R,0.342,1
87.9,13.0,111.9,81.2,7.9,SL,1,1,R,R,0.855,1
97.9,-2.0,100.0,65.9,5.9,SI,0,0,R,R,0.396,1
91.0,18.0,102.4,79.0,7.3,FC,3,1,L,R,0.495,1
87.4,10.0,102.7,67.2,7.6,SL,2,2,R,R,0.766,1
88.0,13.0,97.0,67.2,7.0,FS,2,2,L,R,0.89,1
92.4,30.0,100.9,71.7,6.7,FF,0,0,R,R,1.0738484848484848,3
84.2,0.0,104.3,71.6,6.7,CH,0,0,L,R,0.45,1
80.6,24.0,106.6,76.3,6.4,CH,3,2,L,R,1.6922499999999998,3
93.6,15.0,66.2,73.6,6.6,FF,0,0,R,R,0.291,1
83.2,13.0,106.1,72.9,7.7,SL,0,1,R,R,0.914,2
95.2,14.0,114.3,80.5,9.1,SI,1,0,R,L,0.838,2
94.2,22.0,102.9,68.3,6.4,FF,3,2,L,R,0.9262222222222224,2
86.9,21.0,94.2,64.5,7.2,CH,2,2,L,R,0.255,2
94.5,0.0,105.8,77.0,7.9,FF,2,1,R,R,0.47,1
82.9,-7.0,94.5,78.3,7.0,SL,2,2,R,R,0.187,1
90.8,0.0,98.2,73.1,6.7,SL,0,1,L,R,0.346,1
89.6,9.0,74.6,72.3,8.0,SL,2,0,R,R,0.296,1
84.9,17.0,79.1,67.3,7.2,SL,1,1,L,L,0.887,1
75.6,0.0,91.2,61.1,7.6,CU,2,2,R,R,0.293,1
88.2,16.0,91.2,68.6,6.4,SL,2,1,L,R,0.847,1
73.8,13.0,95.0,65.1,5.9,CU,0,1,L,R,0.912,2
91.9,0.0,102.1,74.0,7.2,SI,3,2,L,R,0.41,1
78.7,28.0,103.9,81.5,8.1,ST,0,1,R,R,1.517754098360656,3
90.1,12.0,105.2,72.6,6.9,FF,1,0,L,R,0.958,1
90.4,-2.0,105.3,71.2,7.0,SI,2,1,R,R,0.423,1
79.5,34.0,99.2,71.1,8.3,ST,3,2,R,L,0.6752631578947369,3
90.5,42.0,76.1,76.6,7.3,FC,0,1,R,L,0.105,2
88.9,3.0,92.8,77.4,7.3,FC,3,1,R,L,0.429,1
87.9,5.0,86.6,65.6,6.4,FC,3,2,L,L,0.417,1
92.3,16.0,104.8,71.2,7.6,FF,3,0,R,L,0.639,2
93.4,33.0,91.1,72.6,6.6,FF,1,1,L,R,0.063,2
91.6,21.0,112.3,84.9,9.0,SI,1,0,R,R,1.7625000000000002,3
89.2,4.0,106.7,71.3,6.1,FC,1,0,L,L,0.576,1
82.9,19.0,70.2,77.5,7.9,CH,1,1,R,L,0.761,1
91.2,41.0,99.1,74.5,7.4,FF,0,0,L,L,0.331,2
92.1,16.0,112.5,76.3,7.5,SI,2,0,L,R,0.9262857142857142,1
82.5,9.0,93.7,66.0,8.2,CH,0,2,R,L,0.587,1
94.9,6.0,101.8,76.4,7.2,FF,1,2,R,R,0.601,1
93.6,15.0,92.0,71.3,6.9,FF,0,0,L,L,0.869,1
96.5,17.0,95.9,72.0,7.7,FF,3,2,R,R,0.509,1
87.2,20.0,97.5,72.5,6.5,SL,0,2,R,R,0.365,2
81.5,36.0,64.6,64.1,6.9,CU,2,2,L,R,0.657,2
92.5,18.0,86.0,68.3,7.3,FC,1,1,R,R,0.852,1
92.7,16.0,98.8,73.8,6.7,FC,2,2,L,R,0.607,1
84.5,1.0,92.7,73.1,7.2,CH,1,0,L,R,0.358,1
91.7,17.0,99.2,73.8,7.8,SI,3,2,R,R,0.506,1
78.8,24.0,102.0,72.8,8.7,KC,2,2,L,R,1.104861111111111,3
97.8,16.0,86.1,83.2,7.7,FF,3,2,L,R,0.928,1
93.0,-17.0,102.7,72.3,6.5,SI,3,2,R,R,0.165,1
87.3,14.0,79.9,64.0,7.2,SL,1,2,L,L,0.689,1
89.1,-14.0,100.1,66.7,7.0,SL,0,2,R,R,0.232,1
93.5,-2.0,75.9,59.0,6.8,SI,0,0,L,R,0.1,1
87.7,17.0,92.9,69.53333333333335,7.3,CH,2,2,R,R,0.672,2
84.6,-18.0,95.4,87.1,7.5,ST,1,2,L,R,0.133,1
89.3,4.0,93.4,66.8,6.1,SI,3,2,R,L,0.468,1
88.7,0.0,94.9,71.2,6.9,SI,1,2,R,R,0.39,1
88.9,27.0,105.1,71.9,7.6,CH,2,0,L,R,2.0,3
85.3,13.0,91.0,68.7,7.3,ST,0,2,R,R,0.917,1
94.1,-17.0,101.2,68.3,5.9,SI,2,1,R,R,0.212,1
94.4,0.0,110.7,76.1,6.8,SI,1,0,L,R,0.457,1
89.8,18.0,86.5,75.9,7.1,SI,2,2,R,R,0.786,1
89.5,-6.0,89.9,64.8,6.7,SI,1,2,R,R,0.247,1
95.3,-4.0,104.2,75.5,6.6,SI,0,1,R,R,0.377,1
89.3,11.0,105.9,80.6,8.0,FF,1,2,R,R,0.962,1
89.6,31.0,105.5,74.3,7.7,FF,1,0,L,R,1.6798333333333335,3
100.0,14.0,71.5,69.3,6.7,FF,0,1,R,R,0.372,1
97.1,13.0,105.0,77.9,8.3,SI,1,1,R,R,0.869,1
89.2,-6.0,93.4,73.6,7.5,SL,2,2,R,L,0.193,1
97.2,18.0,85.6,77.5,6.9,FF,3,2,L,R,0.852,1
82.1,7.0,79.7,58.1,6.3,ST,1,2,R,R,0.304,1
82.4,-1.0,84.1,78.8,7.8,ST,0,0,R,R,0.207,1
84.5,9.0,96.0,74.2,7.7,CH,1,2,L,R,0.552,1
95.3,31.0,106.3,71.8,7.366666666666667,FF,2,2,L,R,1.6798333333333335,3
94.6,3.0,104.2,76.8,7.7,FF,3,2,R,R,0.531,1
85.6,13.0,89.4,61.0,6.3,CH,0,2,L,R,0.87,1
101.7,29.0,97.7,69.3,6.9,FF,1,1,R,R,0.6871538461538464,3
89.9,10.0,92.3,70.6,7.7,SL,2,2,R,R,0.58,1
83.2,2.0,95.6,75.9,7.3,ST,1,2,R,R,0.43,2
91.9,1.0,103.1,87.8,7.2,FF,0,0,L,R,0.441,2
100.4,30.0,73.8,70.0,6.7,FF,2,1,L,R,0.461,1
95.7,6.0,102.2,82.3,6.7,SI,2,1,R,R,0.601,1
93.2,13.0,78.5,78.0,7.3,FC,3,2,L,R,0.506,1
91.2,24.0,71.0,63.5,5.7,FC,2,2,R,R,0.903,1
91.7,21.0,105.8,75.0,7.1,FC,2,0,R,R,1.2069696969696966,2
91.7,4.0,90.6,68.3,6.1,SI,2,1,L,L,0.4,1
87.6,6.0,104.2,71.7,6.6,FC,0,0,R,R,0.561,1
88.1,31.0,100.6,69.1,7.2,FC,0,1,R,R,1.008457142857143,2
96.9,-12.0,105.8,69.6,6.7,SI,0,1,R,R,0.295,1
90.5,21.0,101.5,77.2,6.3,FC,1,1,L,R,0.633625,2
89.2,1.0,93.6,62.1,6.4,SL,0,1,R,R,0.341,1
96.7,13.0,75.9,70.4,6.1,SI,2,2,L,R,0.443,1
94.4,1.0,94.9,63.9,6.8,SI,1,0,R,R,0.387,2
90.2,2.0,102.3,72.8,7.1,SI,0,0,R,R,0.464,1
87.7,18.0,69.0,71.4,7.7,CH,1,0,L,R,0.568,1
86.9,23.0,70.3,73.4,7.7,SL,0,0,R,R,0.913,1
91.0,8.0,101.3,75.5,6.8,FC,0,0,L,R,0.565,1
96.3,13.0,76.0,65.9,6.2,SI,0,1,R,R,0.443,1
88.2,16.0,106.9,74.0,7.6000000000000005,SL,1,1,L,R,0.745,2
86.1,11.0,98.2,67.5,8.1,SL,2,2,R,R,0.863,2
84.6,-3.0,105.6,76.3,7.2,SL,1,0,L,R,0.384,2
89.9,16.0,99.0,83.4,7.7,FC,0,1,R,L,0.607,1
90.0,2.0,96.1,69.9,6.5,FC,0,0,L,R,0.43,1
97.9,4.0,101.2,78.7,7.3,FF,2,2,R,R,0.492,1
97.5,14.0,87.8,69.1,6.7,FF,0,2,L,R,0.911,1
84.3,20.0,99.1,64.8,7.3,CH,2,2,R,R,0.363,2
85.0,14.0,73.0,70.8,7.9,CH,0,2,L,R,0.396,1
94.6,15.0,91.5,69.9,6.9,FF,1,0,R,R,0.869,1
94.1,15.0,109.8,75.3,7.5,FF,3,1,R,R,0.704,2
88.3,6.0,106.0,74.5,6.8,CH,1,1,L,R,0.576,1
90.8,20.0,68.1,66.5,7.7,FC,2,2,R,R,0.694,1
96.5,25.0,103.3,78.7,6.3,FF,3,1,R,R,1.2717833333333333,2
95.8,11.0,95.1,73.5,6.9,FF,0,0,R,R,0.798,1
89.4,-3.0,103.2,68.8,7.0,SI,2,1,L,L,0.357,1
92.4,-31.0,92.7,67.4,6.1,FF,1,1,R,L,0.071,1
85.1,14.0,85.4,65.2,6.9,FS,1,2,R,L,0.864,1
85.4,30.0,98.3,76.9,7.7,FS,1,1,R,L,0.7113043478260872,2
91.4,13.0,75.8,70.0,6.0,FF,1,1,R,L,0.443,1
92.9,20.0,87.4,70.2,7.5,FF,1,0,L,L,0.547,1
86.4,25.0,25.6,69.0,8.6,SL,0,2,L,L,0.301,1
80.5,14.0,89.3,69.8,7.1,CU,2,2,R,L,0.949,2
91.5,4.0,110.8,78.0,7.3,FF,0,0,L,L,0.66,1
85.4,13.0,107.4,78.1,7.6,FS,0,2,R,L,0.899,1
90.5,23.0,66.9,67.2,7.8,FS,1,2,L,R,0.756,1
92.8,7.0,94.4,71.5,6.8,FF,0,2,L,R,0.531,1
91.1,16.0,86.6,67.9,6.2,SI,3,2,R,R,0.908,1
92.4,13.0,107.8,72.9,7.1,FF,1,0,L,R,0.87,1
96.7,6.0,104.8,76.5,7.2,FF,1,2,R,L,0.547,1
94.8,20.0,102.4,73.3,7.2,FF,0,1,R,R,0.5503125,2
92.6,13.0,107.2,75.3,7.4,FF,1,0,L,R,0.899,1
90.8,17.0,106.8,81.2,8.2,FC,1,0,L,R,0.6529230769230769,2
94.4,39.0,105.2,75.2,7.5,FF,2,0,R,R,0.987,3
85.9,4.0,104.8,79.5,7.7,SL,0,1,R,R,0.494,2
92.3,11.0,109.8,73.3,7.1,FC,2,2,L,R,0.945,1
92.4,22.0,73.9,69.3,6.5,SI,0,0,R,R,0.899,1
89.3,19.0,93.3,72.8,7.5,CH,2,1,L,R,0.415,1
89.6,16.0,91.1,63.2,7.8,SL,0,0,R,R,0.847,2
96.1,8.0,87.4,70.03333333333333,6.966666666666666,FF,1,2,L,R,0.492,1
95.7,-9.0,87.3,67.2,6.2,SI,1,0,L,R,0.215,1
88.9,31.0,104.2,81.7,7.4,CH,1,1,L,R,1.4390624999999997,3
91.3,11.0,86.8,69.2,7.7,FC,0,0,R,R,0.59,1
93.2,29.0,109.8,73.6,7.1,FF,0,0,L,R,2.0,3
86.8,36.0,101.1,68.3,7.3,SL,0,1,R,R,0.7304545454545456,3
84.7,35.0,108.9,78.3,8.0,CU,3,2,L,R,1.7780000000000002,3
84.4,10.0,88.6,73.9,8.0,ST,1,0,R,R,0.486,1
88.0,9.0,100.0,67.2,7.8,CH,0,1,R,R,0.624,1
96.6,14.0,101.2,68.8,7.9,FF,2,2,R,R,0.83,2
84.8,34.0,67.3,69.4,8.1,SL,0,0,R,R,0.797,1
93.8,12.0,100.3,76.5,7.7,FF,2,1,L,R,0.921,1
87.9,13.0,107.9,72.0,6.7,SL,1,0,R,R,0.87,1
96.6,15.0,93.0,71.4,7.3,FF,3,1,L,R,0.869,1
89.7,14.0,81.0,72.0,7.6,SL,3,2,R,R,0.753,1
89.8,7.0,95.7,75.7,7.5,FF,0,0,R,L,0.509,1
90.9,22.0,73.9,71.0,6.9,SI,1,1,L,L,0.899,1
91.0,-4.0,95.5,69.0,6.5,SI,2,2,L,L,0.311,1
95.7,29.0,67.5,59.1,6.4,FF,0,2,L,R,0.85,1
94.7,23.0,76.0,69.7,7.1,FF,0,2,L,R,0.814,1
91.5,2.0,104.0,74.5,7.1,SI,2,1,R,L,0.51,1
92.7,4.0,83.5,68.8,6.1,FF,0,1,R,L,0.29,1
92.6,9.0,93.4,68.3,7.1,SI,3,2,L,L,0.584,1
88.8,31.0,102.9,71.2,7.8,CH,2,1,L,R,1.2699322033898306,3
81.9,36.0,106.3,79.2,7.1,SL,0,0,R,R,1.3787368421052633,3
91.4,30.0,66.7,70.3,6.3,CH,1,2,R,R,0.867,1
90.3,8.0,101.8,72.4,7.7,SL,1,2,L,L,0.654,1
97.5,28.0,102.8,66.9,7.1,FF,3,2,R,L,1.3472622950819673,3
85.6,-37.0,37.3,71.7,7.900000000000001,SL,0,0,L,R,0.357,1
97.1,-16.0,99.5,69.5,6.6,SI,0,2,R,L,0.27,1
84.4,25.0,107.7,75.5,7.6,SL,1,1,R,R,1.82959375,3
83.7,20.0,103.1,73.4,7.7,CH,1,0,L,R,0.6610454545454546,2
88.6,3.0,101.8,77.9,7.8,FC,1,1,R,R,0.549,1
90.5,8.0,105.4,73.4,7.5,FC,1,1,R,R,0.639,1
95.0,-33.0,108.8,75.8,7.0,SI,3,1,R,R,0.139,1
90.3,23.0,99.2,72.2,6.6,FC,0,0,L,R,0.4954999999999999,2
95.6,16.0,79.3,68.2,6.2,SI,0,1,R,R,0.86,1
86.7,5.0,83.8,73.6,7.8,SL,1,2,R,R,0.349,1
93.2,28.0,103.6,79.3,8.1,SI,0,0,R,R,1.517754098360656,3
94.4,16.0,102.3,72.76666666666667,6.8,FF,0,0,R,R,0.566,2
97.0,14.0,88.1,71.5,6.7,FF,1,1,L,R,0.911,1
95.6,0.0,95.5,72.4,6.6,FF,1,2,R,R,0.367,1
77.7,20.0,79.6,84.7,8.2,CH,1,1,L,R,0.876,1
89.1,6.0,83.2,87.4,8.4,SL,0,0,L,L,0.338,1
84.7,1.0,94.9,65.4,7.4,SL,1,2,R,R,0.432,1
94.4,17.0,86.3,73.0,6.3,FF,0,1,L,L,0.885,2
80.3,0.0,107.9,79.9,7.8,SL,2,2,L,R,0.483,1
95.9,-19.0,92.6,71.4,7.6,SI,3,1,L,R,0.106,1
92.5,46.0,68.0,77.1,7.4,SI,2,2,R,L,0.225,1
78.2,23.0,76.3,67.6,7.8,SL,2,2,R,L,0.814,2
81.7,6.0,106.7,74.4,7.7,CH,1,2,R,L,0.584,1
74.8,11.0,87.1,65.6,7.3,CU,0,1,R,L,0.59,1
83.3,8.0,101.7,69.4,7.7,KC,0,0,R,R,0.654,1
91.7,16.0,89.0,66.1,6.1,FF,2,0,L,R,0.925,2
86.4,16.0,103.1,74.6,7.1,SL,2,2,L,R,0.566,2
93.3,12.0,100.0,72.7,6.1,FF,0,0,L,R,0.921,1
92.6,4.0,106.1,73.4,6.4,FF,0,0,L,R,0.542,1
93.4,21.0,110.1,77.8,7.1,FF,1,0,R,R,1.6318275862068965,3
94.2,28.0,93.4,66.0,6.9,FF,1,2,L,L,0.228,2
93.1,-16.0,101.2,73.76666666666667,6.599999999999999,FF,1,1,L,R,0.19,1
85.0,25.0,105.1,73.9,6.3,CH,2,2,L,R,1.5759180327868858,3
95.0,10.0,72.9,77.3,7.1,FF,1,0,L,R,0.3,1
86.8,12.0,83.4,70.7,7.1,FC,2,1,R,R,0.562,1
95.0,12.0,84.5,65.5,5.9,FF,1,2,L,R,0.59,1
95.4,32.0,69.4,73.9,7.3,FF,3,2,L,R,0.774,1
94.2,45.0,70.7,66.1,6.1,FF,3,2,L,R,0.248,2
93.0,-19.0,104.0,73.5,7.1,SI,1,1,R,R,0.173,1
75.9,3.0,103.6,72.6,7.7,CU,1,1,R,R,0.531,2
94.5,12.0,104.4,70.1,6.8,SI,1,0,L,R,0.912,1
92.7,5.0,90.4,69.7,6.7,SI,3,2,R,R,0.412,1
93.0,5.0,102.6,76.3,7.6,FF,1,1,R,R,0.55,1
92.4,-24.0,58.2,70.2,7.7,FF,0,0,R,R,0.055,1
86.3,12.0,92.2,68.9,6.9,CH,0,1,R,L,0.814,1
91.6,9.0,101.3,71.5,7.3,FF,2,0,R,R,0.687,1
93.8,-11.0,75.0,68.5,5.6,FF,2,1,L,R,0.076,1
98.7,-63.0,75.9,75.9,6.7,SI,1,1,L,L,0.331,1
94.2,42.0,93.0,71.4,7.3,FF,1,0,L,R,0.021,2
83.5,21.0,88.2,64.4,7.6,SL,0,2,L,R,0.344,2
79.8,17.0,76.0,74.7,8.3,ST,2,2,R,R,0.841,1
95.3,-20.0,107.7,77.1,7.1,FF,0,0,R,L,0.237,1
89.5,21.0,111.5,80.1,7.9,SL,1,0,R,L,1.7716923076923077,3
88.7,4.0,106.3,77.7,7.7,SL,2,1,L,R,0.542,1
87.1,19.0,77.1,73.5,6.9,SL,0,0,R,R,0.904,1
82.1,27.0,102.8,79.0,7.7,FS,2,2,R,R,1.3089615384615385,3
84.8,11.0,110.9,76.7,8.2,SL,0,0,L,L,0.924,1
94.6,6.0,85.8,67.0,6.5,FF,0,2,R,L,0.408,1
80.3,26.0,103.1,71.2,7.6,KC,1,2,R,L,1.3093833333333331,2
89.5,-8.0,95.6,78.1,8.0,FC,1,0,R,L,0.212,1
84.8,11.0,90.2,74.1,7.4,SL,0,2,L,L,0.591,1
86.7,7.0,99.1,74.4,6.6,SL,1,1,L,L,0.586,1
96.9,32.0,80.9,79.7,6.9,FF,1,2,L,L,0.026,1
89.7,5.0,105.1,67.76666666666667,6.966666666666668,SL,1,2,R,L,0.541,1
87.0,16.0,55.2,65.5,8.1,SL,1,1,R,L,0.201,2
88.3,36.0,107.1,74.4,8.6,SL,1,2,L,R,1.5334210526315786,3
103.8,-1.0,87.8,60.6,6.0,FF,0,1,R,R,0.222,1
81.5,14.0,87.5,67.4,7.8,ST,2,1,R,R,0.911,2
90.5,20.0,105.9,74.7,7.9,CH,0,2,L,R,1.005421052631579,3
94.5,5.0,84.3,70.2,6.8,SI,0,2,R,R,0.305,1
96.3,44.0,110.2,86.9,7.7,FF,2,1,R,R,0.94,3
96.4,-6.0,90.2,68.76666666666667,6.8999999999999995,FF,3,2,R,L,0.212,2
91.2,12.0,93.9,83.8,7.2,FF,2,0,R,L,0.87,1
90.7,12.0,99.2,87.3,6.7,FF,1,1,R,L,0.906,1
79.2,26.0,103.6,70.1,6.7,CH,1,1,R,L,1.502966101694915,3
95.9,18.0,109.0,76.7,8.0,SI,0,1,R,R,1.0173333333333334,3
90.8,-26.0,94.0,84.9,7.4,FF,3,2,R,L,0.102,1
94.6,12.0,91.8,72.4,7.3,FF,0,0,R,R,0.814,2
89.6,35.0,100.5,73.5,6.8,FF,2,1,R,L,0.7852105263157895,3
79.3,12.0,108.5,78.63333333333334,7.866666666666667,CH,2,1,R,L,0.918,1
85.9,12.0,106.5,76.9,8.4,SL,0,1,R,R,0.973,2
83.2,4.0,100.4,79.5,8.1,ST,2,2,R,L,0.479,1
85.1,-7.0,60.9,69.2,7.1,CH,1,2,L,R,0.087,1
91.7,3.0,100.3,70.0,6.5,SI,1,1,R,R,0.477,1
85.1,12.0,100.1,68.1,6.3,SL,0,2,L,R,0.921,1
86.4,24.0,106.3,73.1,6.6,FS,0,2,L,R,1.551925373134328,3
93.5,19.0,88.7,75.3,6.9,FF,1,0,L,R,0.501,2
94.1,4.0,96.9,66.1,6.1,FF,0,0,L,R,0.481,1
83.9,-11.0,84.0,65.4,6.0,SL,1,1,R,R,0.058,1
93.1,3.0,105.2,69.0,6.8,FF,3,2,L,R,0.503,1
91.9,16.0,82.4,81.0,7.7,SI,0,0,R,R,0.941,1
91.9,9.0,79.5,72.8,7.1,SI,0,0,L,R,0.356,1
81.7,20.0,84.0,69.9,7.0,CU,0,2,L,R,0.722,1
89.6,39.0,108.1,79.7,8.1,FC,1,1,L,R,1.4426666666666663,3
95.3,-2.0,103.1,69.3,6.7,FF,3,2,L,R,0.392,1
90.4,4.0,82.7,78.3,7.8,FC,2,1,R,R,0.29,1
94.3,28.0,92.2,62.1,5.9,FF,0,0,L,R,0.14,2
94.9,-11.0,102.5,68.3,5.6,FF,2,2,L,R,0.257,1
87.2,22.0,99.0,75.0,7.0,SL,0,0,R,R,0.4911666666666666,2
82.8,27.0,102.3,69.4,7.4,CU,1,0,L,R,1.1427317073170735,3
94.9,-2.0,89.4,72.0,6.9,FF,3,2,R,R,0.238,1
95.4,30.0,104.8,71.8,7.0,FF,2,2,L,R,1.5578648648648643,3
101.5,11.0,114.3,83.0,7.8,FF,0,0,L,R,0.931,2
88.2,26.0,101.5,84.1,9.1,SL,0,0,R,R,1.1488,2
92.2,-56.0,54.3,68.0,6.9,FC,2,0,R,L,0.313,1
89.0,-9.0,89.1,71.3,7.0,SL,0,1,L,L,0.164,1
88.5,28.0,73.5,65.5,7.7,SL,1,2,L,L,0.633,1
97.2,13.0,110.3,77.5,8.2,SI,0,0,R,L,0.862,1
96.2,-5.0,103.7,73.1,7.0,FF,3,2,R,L,0.317,1
91.7,6.0,103.0,77.4,7.6,FF,2,1,L,R,0.613,1
91.7,13.0,100.2,77.8,7.7,SI,3,0,R,R,0.901,2
88.7,3.0,109.5,79.1,7.3,FC,3,2,L,R,0.582,2
90.8,21.0,94.3,67.0,6.0,FF,0,1,L,R,0.255,2
85.7,6.0,103.8,71.3,7.7,CH,1,0,L,R,0.561,1
92.8,-3.0,105.4,74.1,7.3,SI,1,1,R,R,0.363,1
83.1,18.0,106.0,75.0,7.9,ST,1,2,R,R,0.6782222222222223,2
86.7,30.0,89.1,75.7,7.7,CH,1,1,L,R,0.093,3
95.0,13.0,95.1,68.2,8.2,SI,2,2,R,R,0.912,1
91.7,1.0,93.9,65.1,7.0,SI,2,1,L,R,0.32,1
92.4,8.0,106.2,74.3,7.7,SI,3,1,R,R,0.669,1
89.6,20.0,94.2,71.3,8.1,SI,0,0,L,R,0.329,2
98.3,2.0,111.6,77.1,8.3,FF,0,2,L,R,0.538,1
97.6,16.0,92.8,76.5,8.0,FF,3,2,R,R,0.775,1
84.5,16.0,107.3,72.7,8.6,CH,0,1,R,L,0.745,2
95.2,36.0,102.7,70.8,7.0,FF,3,2,R,L,1.0794444444444449,3
96.1,6.0,100.3,72.5,7.033333333333334,FF,3,2,R,R,0.584,1
95.8,45.0,69.0,69.4,7.0,FF,2,2,R,R,0.273,1
84.4,17.0,90.4,73.1,7.5,CH,1,2,R,L,0.743,1
94.9,-3.0,99.0,73.33333333333333,7.466666666666666,SI,1,2,R,R,0.28,1
85.6,28.0,107.6,81.2,9.0,FC,1,1,R,L,2.0,3
94.5,10.0,85.9,69.4,5.9,SI,0,0,R,R,0.495,1
95.5,19.0,91.6,65.1,5.7,FF,1,1,R,L,0.37,2
96.2,20.0,112.8,82.5,7.7,FF,0,0,L,R,1.6506666666666667,3
97.0,14.0,95.1,79.3,6.9,SI,1,2,R,R,0.901,1
96.5,10.0,111.8,81.2,7.7,FF,3,1,L,R,0.918,1
91.7,5.0,104.1,74.8,6.0,SI,1,2,L,L,0.547,1
92.8,-6.0,86.5,66.5,5.9,SI,0,1,L,L,0.13,1
79.1,34.0,96.2,73.7,7.1,ST,3,2,R,L,0.3913846153846154,3
84.5,22.0,84.6,70.0,7.7,CU,0,0,L,R,0.42,2
98.5,14.0,79.1,76.2,6.7,SI,2,2,R,R,0.636,1
98.0,5.0,108.8,76.1,7.0,FF,2,2,R,R,0.644,1
82.1,23.0,70.6,82.9,7.6,ST,1,2,L,R,0.91,1
94.8,-16.0,95.9,73.0,7.6,CH,1,2,R,R,0.19,1
82.9,-49.0,66.9,45.5,6.2,ST,0,2,R,R,0.275,1
91.7,27.0,112.5,83.2,7.7,FF,1,2,L,R,2.0126,3
91.8,-53.0,82.4,66.7,6.6,FF,2,2,R,R,0.225,1
90.9,31.0,48.3,65.3,5.8,SL,1,2,L,R,0.152,1
97.5,0.0,96.0,62.8,5.5,FF,1,2,L,R,0.331,1
97.0,30.0,62.3,61.4,5.9,FF,0,0,R,R,0.651,1
73.5,15.0,101.8,71.9,7.3,CH,2,2,L,R,0.661,2
86.1,16.0,99.0,70.7,6.0,FF,0,0,L,R,0.607,1
90.5,-13.0,107.9,72.7,6.9,SI,0,0,R,R,0.289,1
96.0,10.0,93.8,63.8,5.6,SI,1,1,L,R,0.613,1
96.0,-24.0,78.2,70.8,7.8,SI,0,2,R,R,0.067,2
96.9,7.0,95.7,67.1,7.1,SI,3,2,R,R,0.509,1
96.1,34.0,76.2,71.2,6.8,SI,1,1,L,R,0.142,2
94.4,0.0,94.7,64.0,6.9,SI,0,0,R,R,0.346,1
94.2,26.0,105.6,76.4,7.2,FF,2,2,L,R,1.726268292682927,2
83.5,-19.0,81.7,56.4,7.5,KC,1,2,R,R,0.071,1
